RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,SpecCodeType,SpecCode,SpecVal,Sex,TotalNo,CatIdentifier,NoMeas,SubFactor,SubWgt,CatCatchWgt,LngtCode,LngtClass,HLNoAtLngt,DevStage,LenMeasType,DateofCalculation,Valid_Aphia
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126822,1,NA,56,1,28,1,NA,11656,1,31,8,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126822,1,NA,56,1,28,1,NA,11656,1,32,6,NA,NA,20210609,126822
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,9,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,10,7.85,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,11,43.21,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,12,66.78,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,13,47.14,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,14,43.21,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,50,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,52,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,41,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,42,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,43,7.85,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,45,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,46,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,49,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,33,7.85,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,34,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,35,11.78,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,36,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,38,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,39,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,27,43.21,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,28,11.78,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,29,11.78,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,30,7.85,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,31,15.71,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,32,3.92,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,21,15.71,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,22,35.35,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,23,19.64,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,24,23.57,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,25,27.49,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,26,31.42,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,15,35.35,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,16,27.49,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,17,43.21,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,18,23.57,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,19,11.78,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126484,1,NA,683.53,1,174,1,NA,75260,1,20,11.78,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,105814,1,M,8,1,4,1,NA,2528,1,37,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,105814,1,M,8,1,4,1,NA,2528,1,39,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,105814,1,M,8,1,4,1,NA,2528,1,50,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,105814,1,M,8,1,4,1,NA,2528,1,52,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,105814,1,F,2,1,1,1,NA,532,1,44,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127023,1,NA,4,1,2,1,NA,423,1,20,2,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127023,1,NA,4,1,2,1,NA,423,1,28,2,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127312,1,NA,287.77,1,35,1,NA,148,1,3,131.55,NA,NA,20210609,127312
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127312,1,NA,287.77,1,35,1,NA,148,1,4,139.77,NA,NA,20210609,127312
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127312,1,NA,287.77,1,35,1,NA,148,1,5,8.22,NA,NA,20210609,127312
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127312,1,NA,287.77,1,35,1,NA,148,1,6,8.22,NA,NA,20210609,127312
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126439,1,NA,9506.46,1,122,1,NA,314959,1,17,2805.18,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126439,1,NA,9506.46,1,122,1,NA,314959,1,18,3350.63,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126439,1,NA,9506.46,1,122,1,NA,314959,1,19,2571.42,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126439,1,NA,9506.46,1,122,1,NA,314959,1,20,779.21,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127419,1,NA,92,1,46,1,NA,916,1,5,6,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127419,1,NA,92,1,46,1,NA,916,1,6,34,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127419,1,NA,92,1,46,1,NA,916,1,7,24,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127419,1,NA,92,1,46,1,NA,916,1,8,4,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127419,1,NA,92,1,46,1,NA,916,1,9,12,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127419,1,NA,92,1,46,1,NA,916,1,10,12,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,138138,4,NA,239.99,1,10,1,NA,575,NA,NA,-9,NA,NA,20210609,138138
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,M,98,1,49,1,NA,596,.,15,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,M,98,1,49,1,NA,596,.,20,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,M,98,1,49,1,NA,596,.,21,18,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,M,98,1,49,1,NA,596,.,22,34,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,M,98,1,49,1,NA,596,.,23,14,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,M,98,1,49,1,NA,596,.,24,16,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,M,98,1,49,1,NA,596,.,25,10,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,13,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,14,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,15,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,17,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,18,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,24,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,25,6,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,26,16,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,27,26,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,28,16,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,29,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107109,1,F,86,1,43,1,NA,751,.,30,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,107660,4,U,110,1,55,1,NA,187,NA,NA,-9,NA,NA,20210609,107660
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,124201,4,NA,14,1,7,1,NA,4,NA,NA,-9,NA,NA,20210609,124201
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,16,31.22,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,17,280.99,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,18,749.32,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,19,1311.32,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,20,936.65,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,21,405.88,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,22,31.22,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,23,31.22,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,151174,1,NA,3809.07,1,122,1,NA,186520,1,24,31.22,NA,NA,20210609,151174
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126222,1,NA,50,1,25,1,NA,303,1,9,22,NA,NA,20210609,126222
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126222,1,NA,50,1,25,1,NA,303,1,10,22,NA,NA,20210609,126222
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126222,1,NA,50,1,25,1,NA,303,1,11,2,NA,NA,20210609,126222
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126222,1,NA,50,1,25,1,NA,303,1,12,2,NA,NA,20210609,126222
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126222,1,NA,50,1,25,1,NA,303,1,14,2,NA,NA,20210609,126222
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126285,1,NA,4,1,2,1,NA,372,1,36,2,NA,NA,20210609,126285
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,126285,1,NA,4,1,2,1,NA,372,1,47,2,NA,NA,20210609,126285
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127251,1,NA,30,1,15,1,NA,439,1,8,8,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127251,1,NA,30,1,15,1,NA,439,1,9,18,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127251,1,NA,30,1,15,1,NA,439,1,10,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127251,1,NA,30,1,15,1,NA,439,1,15,2,NA,NA,20210609,127251
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,62,48,2018,W,127088,1,NA,2,1,1,1,NA,12,1,22,2,NA,NA,20210609,127088
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,8,10,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,9,14,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,10,64,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,11,112,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,12,146,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,13,116,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,33,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,34,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,37,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,26,12,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,27,12,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,28,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,29,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,30,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,31,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,20,6,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,21,2,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,22,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,23,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,24,14,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,25,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,14,70,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,15,26,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,16,18,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,17,6,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,18,6,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126484,1,NA,668,1,334,1,NA,17851,1,19,4,NA,NA,20210609,126484
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,105814,1,M,2,1,1,1,NA,435,1,40,2,NA,NA,20210609,105814
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,127023,1,NA,4,1,2,1,NA,184,1,19,2,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,127023,1,NA,4,1,2,1,NA,184,1,20,2,NA,NA,20210609,127023
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,127312,4,NA,6,1,3,1,NA,4,NA,NA,-9,NA,NA,20210609,127312
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126439,1,NA,1894.35,1,119,1,NA,69120,1,17,254.7,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126439,1,NA,1894.35,1,119,1,NA,69120,1,18,668.59,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126439,1,NA,1894.35,1,119,1,NA,69120,1,19,684.51,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126439,1,NA,1894.35,1,119,1,NA,69120,1,20,254.7,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,126439,1,NA,1894.35,1,119,1,NA,69120,1,21,31.83,NA,NA,20210609,126439
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,127419,1,NA,8,1,4,1,NA,83,1,6,2,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,127419,1,NA,8,1,4,1,NA,83,1,7,2,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,127419,1,NA,8,1,4,1,NA,83,1,9,2,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,127419,1,NA,8,1,4,1,NA,83,1,10,2,NA,NA,20210609,127419
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,11725,1,NA,2,1,1,1,NA,2,1,1,2,NA,NA,20210609,11725
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,138138,4,NA,28,1,14,1,NA,79,NA,NA,-9,NA,NA,20210609,138138
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,12,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,15,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,17,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,20,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,21,12,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,22,14,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,23,14,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,24,10,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,25,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,M,68,1,34,1,NA,437,.,26,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,11,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,12,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,13,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,15,6,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,17,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,23,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,32,2,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,25,4,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,26,8,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,27,18,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,28,8,NA,NA,20210609,107109
HL,PT-IBTS,4,PT,68NA,NCT,NA,B,P,60,50,2018,W,107109,1,F,82,1,41,1,NA,777,.,29,12,NA,NA,20210609,107109
